RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),preference_level
7707,Hải Mập - Bún Đậu Mắm Tôm,10.705115,106.736065,"46 Phạm Hữu Lầu, P. Phú Mỹ, Quận 7, TP. HCM","Quán ăn, ","Bún, Cơm, ",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,"Món Việt, ",no,no,no,10.000 -55.000,9.9,9.4,9.3,high
7708,BreadTalk - Nguyễn Tri Phương,10.755465,106.669575,"143 - 145 Nguyễn Tri Phương, P. 8, Quận 5, TP. HCM","Tiệm bánh, ","Bánh - Kẹo, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, ",06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,"Món Việt, ",no,no,yes,13.000 -300.000,7.5,7.1,7.1,moderate
7709,Gà Ác Lái Thiêu,10.9031290409395,106.6983627900481,"Châu Văn Tiếp, P. Lái Thiêu, Thị Xã Thuận An, Bình Dương","Quán ăn, ","Thịt Gà, Gà ác/gà hầm, ",16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,16:30 - 22:00,"Món Việt, ",no,no,no,30.000 -50.000,6.5,7.0,7.0,moderate
7710,Đặc Sản Bình Định - Cháo Lòng Bánh Hỏi & Bánh Cuốn,10.828259,106.628552,"Hẻm 26 Nguyễn Văn Quá, P. Đông Hưng Thuận, Quận 12, TP. HCM","Ăn vặt/vỉa hè, ","Ăn vặt - Ăn nhẹ, ",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,"Món Miền Trung, Bình Định, ",yes,yes,yes,15.000 -180.000,8.5,8.5,6.0,low
7711,L'Usine Restaurant - Phú Mỹ Hưng,10.729067,106.7187,"GF 56 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM","Nhà hàng, ","Thịt Gà, Bánh mì, Hamburger, Cupcake, Bún, Thịt Bò, Hải sản, Súp, Salad, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Cơm, Thức uống, ",07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,"Món Âu, ",no,yes,yes,40.000 -154.000,6.5,6.1,6.6,moderate
7712,Nhà Hàng Chay Đóa Sen Vàng,10.7210534,106.7298819,"45 Đường C, Khu Nam Viên, Phú Mỹ Hưng, Quận 7, TP. HCM","Ăn chay, ","Món chay, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,"Món Việt, ",no,yes,yes,30.000 -100.000,6.7,6.1,7.1,low
7713,Cơm Tấm Ba Ghiền Không Chi Nhánh - 84 Đặng Văn Ngữ,10.79441,106.66941,"84 Đặng Văn Ngữ, P. 10, Phú Nhuận, TP. HCM",Quán ăn,"Cơm Tấm ,  Thịt Heo ,  Sườn nướng ,  Cơm",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,Món Việt,no,no,no,40.000 - 66.000,6.9,6.5,6.4,moderate
7714,AZ - Trà Sữa & Chè Khúc Bạch - Tạ Quang Bửu,10.7437809,106.6842992,"135 Tạ Quang Bửu, P. 2, Quận 8, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống ,  Trà sữa ,  Sữa",07:00 - 22:55,07:00 - 22:55,07:00 - 22:55,07:00 - 22:55,07:00 - 22:55,07:00 - 22:55,07:00 - 22:55,,no,no,no,0 - 0,0.0,0.0,0.0,high
7715,Bún Đậu Mắm Tôm Diễm Thị - Trần Thị Điệu,10.8308758,106.7706627,"75A Trần Thị Điệu, P. Phước Long B, Thành Phố Thủ Đức, TP. HCM",Quán ăn,Bún,,,,,,,,,no,no,no,30.000 - 50.000,0.0,0.0,0.0,low
7716,Yoli Coffee & Tea,10.734252,106.659205,"916B Tạ Quang Bửu, P. 5, Quận 8, TP. HCM","Café/Dessert, Giao cơm văn phòng, ","Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Cơm, Thức uống, Trà sữa, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt, ",yes,no,yes,12.000 -30.000,9.1,9.1,7.7,moderate
7717,Dimsum Homemade - Há Cảo Đặc Biệt - 164 Hồ Bá Kiện,10.7833025,106.66634,"164 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",Quán ăn,"Dimsum ,  Halal",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
7718,FridayMOOD & Rau Má Cô Út - Huỳnh Văn Luỹ,10.990225,106.673072,"153 Huỳnh Văn Lũy, P. Phú Lợi, Thành Phố Thủ Dầu Một, Bình Dương","Café/Dessert, ","Sinh tố - Nước ép, Thức uống, ",09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,09:30 - 21:30,"Món Việt, ",no,no,no,16.000 -38.000,10.0,9.7,6.7,high
7719,The Coffee House - Trần Quốc Thảo (closed),10.7855391,106.681938,"183F Trần Quốc Thảo, P. 9, Quận 3, TP. HCM","Café/Dessert, ","Café - Kem, Thức uống, Trà sữa, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt, ",no,no,no,30.000 -80.000,7.1,7.4,7.8,moderate
7720,Cà Phê Muối Chú Long - Nguyễn Đình Chiểu,10.77304,106.6848599,"301 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",Café/Dessert,"Sinh tố - Nước ép ,  Thức uống",05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,05:00 - 21:00,,no,no,no,5.000 - 45.000,0.0,0.0,0.0,high
7721,Hoàng Yến Buffet - Vạn Hạnh Mall,10.770774,106.66973,"Lầu 5, 13 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM","Buffet, ",,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt, ",yes,yes,yes,200.000 -810.000,7.1,7.3,7.4,moderate
7722,Yaki - Chẳng Dừng Nướng - Đường Số 3,10.802161,106.591049,"39 Đường Số 3, Khu Dân Cư Vĩnh Lộc, P. Bình Hưng Hòa B, Quận Bình Tân, TP. HCM","Quán ăn, ",,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,"Món Á, ",no,yes,no,20.000 -165.000,8.0,8.0,8.0,low
7723,Dimsum Hồng Gia - Phan Chu Trinh,10.9494735,106.815925,"42 Phan Chu Trinh, P. Quang Vinh, Tp. Biên Hòa, Đồng Nai",Quán ăn,Dimsum,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
7724,Vĩnh Tâm - Cơm Xá Xíu,10.750699,106.703576,"649 Trần Xuân Soạn, Quận 7, TP. HCM","Quán ăn, ","Cơm Chiên, Thịt Bò, Cơm, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Việt, ",no,no,no,30.000 -38.000,8.2,7.7,7.3,high
7725,Cơm Tấm 39,10.921541,106.767021,"66A Lê Hồng Phong, P. Tân Đông Hiệp, Thị Xã Dĩ An, Bình Dương",Quán ăn,"Bánh ướt ,  Cơm Tấm ,  Bún ,  Bánh - Kẹo ,  Bánh bèo ,  Cơm",06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,06:00 - 11:00,Món Việt,no,no,no,18.000đ - 30.000,9.0,2.0,5.0,moderate
7726,Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,10.770565,106.68113,"59B Cao Thắng, Quận 3, TP. HCM","Nhà hàng, Buffet, ","Thịt Gà, Gà rán, Nấm, Thịt Heo, Thịt Bò, Hải sản, Sườn nướng, Món nước, Lẩu, Chân cánh gà nướng, Thức uống, ",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,"Món Á, Món Nhật, ",no,yes,yes,239.000 -378.000,7.6,7.2,7.4,high
7727,"Quán 45 - Hủ Tíu Mì, Sinh Tố & Nước Ép",10.771054,106.613936,"53 Trương Phước Phan, P. Bình Trị Đông, Bình Tân, TP. HCM",Quán ăn,"Tôm ,  Thịt Bò ,  Bún ,  Hủ tiếu ,  Hải sản ,  Món nước ,  Mì ,  Hoành Thánh - Vằn Thắn ,  Sinh tố - Nước ép",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,Món Việt,no,no,no,8.000 - 45.000,7.3,7.5,7.3,low
7728,"Quán Lê Vy - Bún, Miến Măng Gà & Hủ Tíu Nam Vang",10.9695443,106.8994743,"59/4 Khu Phố 10, P. Tân Biên, Tp. Biên Hòa, Đồng Nai",Quán ăn,"Bún ,  Hủ tiếu ,  Miến",06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,06:00 - 10:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
7729,Đăk.Rao Coffee - Lữ Gia,10.771098,106.6542769,"54 Lữ Gia, P. 15, Quận 11, TP. HCM","Café/Dessert, ","Café - Kem, Sinh tố - Nước ép, Thức uống, ",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,"Món Miền Nam, ",no,no,yes,12.000 -30.000,0.0,0.0,0.0,low
7730,Mì Cay Dzô Dzô - Ăn Vặt Hàn Quốc - Trường Chinh,10.800276,106.638441,"491/4 Trường Chinh, P. 14, Quận Tân Bình, TP. HCM","Shop Online, ","Ăn vặt - Ăn nhẹ, Nem, Trái cây, ",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,"Món Việt, ",yes,yes,yes,85.000 -150.000,8.9,8.7,8.3,high
7731,Thiên Hương - Đặc Sản Huế - Bánh Canh Cá Lóc & Bánh Bột Lọc,10.9806415853068,106.6559382900595,"Võ Thành Long, Phú Cường, Thành Phố Thủ Dầu Một, Bình Dương","Quán ăn, Shop/Cửa hàng, ","Món nước, Bánh canh, Món Huế, ",16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,16:00 - 22:00,"Món Việt, ",no,no,no,20.000 -30.000,7.0,0.0,0.0,moderate
7732,Bún Đậu Homemade - Phú Mỹ Hưng,10.7328695,106.7066387,"Shop S75 - 1 Sky Granden 3 - R1 - 3, Số 24 Đường Phạm Văn Nghị, P. Tân Phong, Quận 7, TP. HCM","Quán ăn, ","Bún, ",09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,09:00 - 20:30,,no,no,no,,0.0,0.0,0.0,low
7733,Gà Rán Otoké - Đậm Vị Hàn Quốc - Đồng Đen,10.792241,106.644089,"116 Đồng Đen, P. 14, Quận Tân Bình, TP. HCM","Nhà hàng, ","Thịt Gà, Gà rán, Hamburger, Salad, Cơm, Fastfood - Thức ăn nhanh, ",08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,08:00 - 21:30,"Món Á, Món Hàn, ",yes,no,yes,29.000 -300.000,6.6,6.6,6.5,moderate
7734,Cà Phê Trứng 3T - Trần Khánh Dư,10.7943192,106.688805,"5 Trần Khánh Dư, P. Tân Định, Quận 1, TP. HCM",Café/Dessert,"Trà ,  Sinh tố - Nước ép ,  Thức uống",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,30.000 - 60.000,2.5,2.5,3.0,low
7735,Buôn Cà Phê - Lê Văn Việt,10.846535,106.778748,"L1-05D Vincom Plaza, 50 Lê Văn Việt, P. Hiệp Phú, Thành Phố Thủ Đức, TP. HCM",Café/Dessert,"Trà ,  Café - Kem ,  Sinh tố - Nước ép ,  Thức uống",07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,07:00 - 22:30,Món Việt,no,no,yes,25.000 - 55.000,9.5,9.0,8.5,high
7736,Gogi House - Quán Nướng Hàn Quốc - Vincom Center,10.777209,106.7017936,"Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM","Nhà hàng, ","Thịt Bò, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Á, Món Hàn, ",no,yes,yes,100.000 -300.000,8.4,8.2,8.1,moderate
7737,Kichi Kichi Lẩu Băng Chuyền - Phú Mỹ Hưng,10.7229067,106.7102129,"153 Nguyễn Đức Cảnh, P. Tân Phong, Quận 7, TP. HCM","Nhà hàng, ","Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Lẩu, ","10:00 - 17:00, 17:00 - 22:00","10:00 - 17:00, 17:00 - 22:00","10:00 - 17:00, 17:00 - 22:00","10:00 - 17:00, 17:00 - 22:00","10:00 - 17:00, 17:00 - 22:00","10:00 - 17:00, 17:00 - 22:00","10:00 - 17:00, 17:00 - 22:00","Món Á, Món Nhật, ",no,yes,yes,149.000 -308.000,7.3,7.2,7.2,high
7738,Lẩu Cá Hoàng Oanh 2 - Nguyễn Đình Chiểu,10.9660925,106.7981117,"Nguyễn Đình Chiểu, KP. 3, P. Bửu Long, Thành Phố Biên Hòa, Đồng Nai","Quán ăn, ","Tôm, Thịt Bò, Hải sản, Lẩu, Cá, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt, ",no,yes,no,50.000 -150.000,0.0,6.9,6.4,low
7739,"Highlands Coffee - Trà, Cà Phê & Bánh - Saigon Trade",10.784362,106.703623,"37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM","Café/Dessert, ","Trà, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Thức uống, ",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,"Món Việt, ",no,yes,yes,9.000 -65.000,7.5,7.1,7.3,moderate
7740,Thùy Trang - Bún Chả Hà Nội,10.8631097,106.63184,"27 Tân Chánh Hiệp 10, P. Tân Chánh Hiệp, Quận 12, TP. HCM","Quán ăn, ","Bún, Món nước, ",05:30 - 11:00,05:30 - 11:00,05:30 - 11:00,05:30 - 11:00,05:30 - 11:00,05:30 - 11:00,05:30 - 11:00,"Món Việt, ",yes,no,no,20.000 -33.000,8.3,7.6,7.4,high
7741,Bánh Khọt Cô Chi,10.957812,106.8405205,"1351 Phạm Văn Thuận, P. Thống Nhất, Thành Phố Biên Hòa, Đồng Nai","Quán ăn, ","Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh xèo, ",14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,"Món Việt, ",no,no,no,30.000 -50.000,8.4,7.6,6.8,moderate
7742,Bún Bò Huế Tý Loan - Mai Văn Vĩnh,10.7400382,106.7136244,"30 Mai Văn Vĩnh, P. Tân Quy, Quận 7, TP. HCM",Quán ăn,"Bún ,  Lẩu",06:00 - 13:00,17:00 - 21:00,06:00 - 13:00,17:00 - 21:00,06:00 - 13:00,17:00 - 21:00,06:00 - 13:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
7743,Jeju Sushi & BBQ - Sushi - Xuân Thủy,10.8042401,106.7363757,"99 Xuân Thủy, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM","Nhà hàng , Quán ăn",Sushi & Sashimi,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,"Món Nhật ,  Món Hàn",no,no,no,0 - 0,0.0,0.0,0.0,low
7744,Sài Gòn Givral Bakery - Hàm Nghi,10.771233,106.702562,"114 Hàm Nghi, P. Bến Nghé, Quận 1, TP. HCM","Tiệm bánh, ","Bánh - Kẹo, ",06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,"Món Âu, Pháp, ",no,no,no,25.000 -77.000,7.8,7.3,7.4,low
7745,Passio Coffee - 102A Huỳnh Văn Bánh,10.7937734,106.6806542,"102A Huỳnh Văn Bánh, Quận Phú Nhuận, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa, ",06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,06:30 - 22:00,"Món Việt, ",no,no,yes,25.000 -55.000,6.9,7.0,6.5,low
7746,DOLLI Matcha & Coffee - Cách Mạng Tháng 8,10.9694876,106.6599221,"803 Cách Mạng Tháng 8, P. Chánh Nghĩa, Thị xã Thủ Dầu Một, Bình Dương",Café/Dessert,"Trà chanh ,  Sinh tố - Nước ép ,  Thức uống ,  Sữa",06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,06:30 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
7747,Bốc - Food & Beer Garden,10.807234,106.717547,"100 Ung Văn Khiêm, P. 25, Quận Bình Thạnh, TP. HCM","Nhà hàng, ","Bún, Mì, Lẩu, Cơm, Thức uống, Bia, ",16:30 - 23:59,16:30 - 23:59,16:30 - 23:59,16:30 - 23:59,16:30 - 23:59,16:30 - 23:59,16:30 - 23:59,"Món Việt, ",no,yes,yes,30.000 -200.000,7.8,7.7,8.2,high
7748,Chè Sài Gòn - Chợ Bến Thành,10.772244,106.697597,"Sạp 1076 Chợ Bến Thành, Phan Chu Trinh, P. Bến Thành, Quận 1, TP. HCM",Quán ăn,Chè,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,08:00 - 17:30,,no,no,no,25.000 - 35.000,0.0,0.0,0.0,high
7749,Bliss Garden Coffee,10.846423,106.723384,"81 Hiệp Bình, Hiệp Bình Phước, Tp. Thủ Đức, TP. HCM","Café/Dessert, ","Café - Kem, ",07:00 - 23:30,07:00 - 23:30,07:00 - 23:30,07:00 - 23:30,07:00 - 23:30,07:00 - 23:30,07:00 - 23:30,"Món Việt, ",yes,no,yes,20.000 -60.000,6.9,7.0,8.4,moderate
7750,A Tài - Bún Thịt Nướng - 261/48A Đình Phong Phú,10.8338995,106.7828326,"261/48A Đình Phong Phú, Khu Phố 3, Tp. Thủ Đức, TP. HCM","Quán ăn, ","Phở, Bánh Đa Cua, Bún, Thịt Heo, Hủ tiếu, Mì, Món nước, Bánh canh, Hoành Thánh - Vằn Thắn, Bánh - Kẹo, Sủi cảo, Bánh tằm, ",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,"Món Việt, ",no,no,no,27.000 -35.000,0.0,0.0,0.0,moderate
7751,Royaltea - Nguyễn Duy Trinh,10.787566,106.76441,"242 Nguyễn Duy Trinh, P. Bính Trưng Tây, Tp. Thủ Đức, TP. HCM","Café/Dessert, ","Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa, ",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,"Món Việt, ",no,no,yes,25.000 -50.000,8.2,7.8,8.1,high
7752,ABC Bakery - Bà Hom,10.755839,106.625227,"273 Bà Hom, P. 13, Quận 6, TP. HCM","Tiệm bánh, ","Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Âu, ",yes,no,no,10.000 -55.000,7.2,0.0,0.0,low
7753,K-Pub - Nướng Phong Cách Pub Hàn Quốc - Đặng Văn Bi,10.845878,106.761471,"128 Đặng Văn Bi, P. Bình Thọ, Tp. Thủ Đức, TP. HCM","Nhà hàng, ","Thịt Bò, Thịt Heo, Lẩu, ",,,,,,,,"Món Á, Món Hàn, ",no,yes,yes,150.000 -250.000,8.2,8.2,8.3,low
7754,My Sushi House - Vinhome Grand Park,10.8367906,106.8407116,"TMDV1 - 15 Vinhomes Grand Park, Nguyễn Xiển, P. Long Bình, Thành Phố Thủ Đức, TP. HCM",Quán ăn,Sushi & Sashimi,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,low
7755,Gà Rán Popeyes - Nguyễn Gia Trí,10.8032255,106.715578,"67-69 Nguyễn Gia Trí (Đường D2), Quận Bình Thạnh, TP. HCM","Nhà hàng, ","Thịt Gà, Gà rán, Hamburger, Salad, Cơm văn phòng, Cơm, Xúc xích, Fastfood - Thức ăn nhanh, ",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,"Mỹ, Châu Mỹ, ",no,no,yes,40.000 -88.000,6.8,6.9,6.8,low
7756,MyLife Coffee - Trương Định,10.778175,106.689421,"Góc Trương Định & Nguyễn Đình Chiểu, Quận 3, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, ",08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,"Món Việt, ",no,no,yes,15.000 -35.000,6.5,6.8,7.7,low
7757,Bò Leo Núi - Đặc Sản Cambodia,10.9103471862721,105.1773762702942,"Cửa Khẩu Vĩnh Xương, Tỉnh Lộ 952, Huyện An Phú, An Giang","Quán nhậu, ",,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Món Á, Campuchia, ",yes,yes,yes,50.000 -200.000,10.0,7.0,8.0,moderate
7758,Thắm Sushi - Shop Online,10.944362,106.871857,"52 Lê Nguyên Đạt, Thành Phố Biên Hòa, Đồng Nai","Shop Online, ","Bún, Mì, Sushi & Sashimi, Cơm văn phòng, Cơm, ",07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,"Món Á, Món Nhật, ",yes,yes,yes,30.000 -35.000,8.3,8.1,6.7,moderate
7759,Domino's Pizza - Cách Mạng Tháng 8,10.9762507,106.6576243,"588 Cách Mạng Tháng 8, KP. 4, P. Phú Cường, Thành Phố Thủ Dầu Một, Bình Dương","Nhà hàng, ","Pizza & Pasta, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh, ",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"Mỹ, Châu Mỹ, ",yes,no,yes,49.000 -199.000,9.0,8.5,8.0,high
7760,Gà Đồng - Cháo Gà & Gỏi Gà - Bình Chánh,10.813688,106.579202,"F7/23 Ấp 6 Tổ 7 Hương Lộ 80, X. Vĩnh Lộc A, Huyện Bình Chánh, TP. HCM","Quán ăn, ","Cháo, ",07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,,no,no,no,,0.0,0.0,0.0,low
7761,Sushi Vinroll - Sushi Sashimi & Món Ngon Cho Bé - Mai Chí Thọ,10.7854577,106.7473276,"[Mặt Tiền Mai Chí Thọ] Tháp 4 - 28 Mai Chí Thọ, P. Bình Khánh, Thành Phố Thủ Đức, TP. HCM",Quán ăn,Sushi & Sashimi,07:00 - 14:00,16:00 - 22:00,07:00 - 14:00,16:00 - 22:00,07:00 - 14:00,16:00 - 22:00,07:00 - 14:00,,no,no,no,0 - 0,0.0,0.0,0.0,high
7762,Phúc Long Crescent Mall,10.729155,106.718531,"Tầng G Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM","Café/Dessert, ","Bánh mì, Trà, Cơm Chiên, Café - Kem, Ăn vặt - Ăn nhẹ, Cơm, Trà sữa, ",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,"Món Việt, ",no,no,yes,30.000 -50.000,7.4,6.8,7.5,low
7763,Mì Cay Seoul  - Đường 17A,10.744457,106.6126915,"số 12 đường 17A Bình Trị Đông B, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM","Quán ăn, ","Bún, Mì, ",07:30 - 22:30,07:30 - 22:30,07:30 - 22:30,07:30 - 22:30,07:30 - 22:30,07:30 - 22:30,07:30 - 22:30,,no,no,no,35.000 -50.000,0.0,0.0,0.0,low
7764,Nguyên Acoustic Coffee,10.802113,106.715854,"50 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM","Café/Dessert, ","Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, ",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,"Món Việt, ",yes,no,no,12.000 -35.000,7.3,7.7,7.1,high
7765,Kim Ký - Hủ Tíu & Ăn Vặt - Shop Online,10.743842,106.625913,"2.11 Chung Cư Bình Phú, Đường Số 20, P. 11, Quận 6, TP. HCM",Shop Online,"Bò Kho ,  Bún ,  Hủ tiếu ,  Miến",07:00 - 16:30,07:00 - 16:30,07:00 - 16:30,07:00 - 16:30,07:00 - 16:30,07:00 - 16:30,07:00 - 16:30,Món Việt,no,no,yes,18.000 - 32.000,0.0,0.0,0.0,high
