RestaurantID,Restaurant Name,Latitude,Longitude,Address,Type,Cuisines,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Style,Has_Online_delivery,Has_Table_booking,Has_Wifi,Price,Product_quality(10),Serving_quality(10),Interior_design(10),preference_level,City,District,Local_address,Min_Price,Max_Price,Avg_Price,Price_range
8098,bún đậu mắm tôm h-famil - tô vĩnh diện,,,"9 tô vĩnh diện, thủ đức, tp. hcm",,,,,,,,,,,yes,yes,yes,12.000 - 55.000,0.0,0.0,0.0,high,tp. hcm,thủ đức,9 tô vĩnh diện,12000.0,55000.0,33500.0,43000.0
8099,mercini bakery - shop online,10.774874,106.643353,"55 trịnh đình trọng, p. phú trung, tân phú, tp. hcm",shop online,bánh - kẹo,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,món việt,yes,yes,yes,25.000 -45.000,9.2,8.8,7.3,high,tp. hcm,tân phú,"55 trịnh đình trọng, p. phú trung",25000.0,45000.0,35000.0,20000.0
8100,lobby lounge - sheraton saigon hotel & towers,10.775301,106.703918,"sheraton saigon hotel & towers, 88 đồng khởi, p. bến nghé, quận 1, tp. hcm","sang trọng, café/dessert","trà, café - kem, sinh tố - nước ép, rượu vang, thức uống, bia, nước ngọt",08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,"món á, món âu",no,no,yes,90.000 -320.000,7.7,7.9,8.4,moderate,tp. hcm,quận 1,"sheraton saigon hotel & towers, 88 đồng khởi, p. bến nghé",90000.0,320000.0,205000.0,230000.0
8104,bingfa sushi,10.792934,106.689138,"7 đặng tất, quận 1, tp. hcm",café/dessert,"thịt bò, sushi & sashimi, café - kem, thức uống, trái cây",09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,09:00 - 23:59,quốc tế,no,yes,yes,20.000 - 100.000,9.1,9.3,9.1,high,tp. hcm,quận 1,7 đặng tất,20000.0,100000.0,60000.0,80000.0
8105,cơm mẹ nấu - minh phụng,10.7608857,106.6439304,"427/1 minh phụng, p. 10, quận 11, tp. hcm","quán ăn, giao cơm văn phòng","thịt gà, heo quay, thịt heo, sườn nướng, hải sản, cá, cơm văn phòng, cơm, nem",10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,món việt,yes,no,no,31.000 -60.000,7.2,7.4,7.5,low,tp. hcm,quận 11,"427/1 minh phụng, p. 10",31000.0,60000.0,45500.0,29000.0
8106,samurai bbq,10.789148,106.640574,"756a âu cơ, p. 14, tân bình, tp. hcm",nhà hàng,sushi & sashimi,,,,,,,,"món á, món nhật",no,no,yes,100.000 -300.000,6.8,6.6,6.9,low,tp. hcm,tân bình,"756a âu cơ, p. 14",74375.0,300000.0,200000.0,200000.0
8108,sasin - mì cay 7 cấp độ hàn quốc - nguyễn oanh,10.848279,106.678504,"511-513 nguyễn oanh, p. 17, gò vấp, tp. hcm",,,,,,,,,,,yes,no,yes,30.000 -400.000,0.0,0.0,6.5,low,tp. hcm,gò vấp,"511-513 nguyễn oanh, p. 17",30000.0,272500.0,215000.0,370000.0
8109,"hao yun lai - sandwich, dimsum & coffee - chung cư an gia westgate",10.6892673,106.5875571,"0.11 lầu trệt tháp b1, khu trung tâm thương mại và nhà ở tại thị trấn tân túc, x. bình chánh, bình chánh, tp. hcm",quán ăn,"dimsum, halal",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,bình chánh,"0.11 lầu trệt tháp b1, khu trung tâm thương mại và nhà ở tại thị trấn tân túc, x. bình chánh",,,,
8110,du coffee - tỉnh lộ 7,11.058600608892,106.4749783765823,"812 tỉnh lộ 7, xã an nhơn tây, củ chi, tp. hcm",café/dessert,"café - kem, sinh tố - nước ép, ăn vặt - ăn nhẹ, thức uống",06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,06:00 - 22:30,món việt,yes,no,yes,15.000 -39.000,10.0,10.0,10.0,high,tp. hcm,củ chi,"812 tỉnh lộ 7, xã an nhơn tây",15000.0,39000.0,27000.0,24000.0
8111,lẩu bò triều châu đại phú quý - lẩu nướng xiên que - đồng khởi,11.0550324,106.6876674,"399 đường đồng khởi, p. hòa phú, thủ dầu một, bình dương","buffet, quán ăn","thịt bò, lẩu",10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,10:00 - 21:30,"món á, món trung hoa",no,no,no,,9.7,8.0,8.3,high,bình dương,thủ dầu một,"399 đường đồng khởi, p. hòa phú",,,,
8112,k-pub - nướng phong cách pub hàn quốc - nguyễn tri phương,10.7580028,106.6694436,"134 nguyễn tri phương, p. 9, quận 5, tp. hcm",nhà hàng,"thịt bò, lẩu",,,,,,,,"món á, món hàn",no,yes,yes,150.000 -200.000,8.2,8.2,8.4,moderate,tp. hcm,quận 5,"134 nguyễn tri phương, p. 9",77500.0,200000.0,175000.0,50000.0
8113,arigato - quán ăn nhật bản - trần ngọc diện,10.80468,106.739315,"19 trần ngọc diện, p. thảo điền, thủ đức, tp. hcm",quán ăn,sushi & sashimi,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"món á, món nhật",no,no,yes,15.000 -75.000,7.2,7.5,6.2,moderate,tp. hcm,thủ đức,"19 trần ngọc diện, p. thảo điền",15000.0,75000.0,45000.0,60000.0
8114,thắng lợi mì gia - mì vịt tiềm & dimsum - quận 6,10.743493,106.63464,"213 nguyễn văn luông, p. 11, quận 6, tp. hcm",quán ăn,"bún, mì",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,quận 6,"213 nguyễn văn luông, p. 11",,,,
8115,gia an quán - điểm tâm sáng & cơm văn phòng,10.700156,106.732833,"tầng g block a4 chung cư đức khải, nguyễn lương bằng, p. phú mỹ, quận 7, tp. hcm",quán ăn,"cơm chiên, bún, hủ tiếu, mì, món nước, miến, cơm văn phòng, cơm","06:00 - 14:00, 17:00 - 21:30","06:00 - 14:00, 17:00 - 21:30","06:00 - 14:00, 17:00 - 21:30","06:00 - 14:00, 17:00 - 21:30","06:00 - 14:00, 17:00 - 21:30","06:00 - 14:00, 17:00 - 21:30","06:00 - 14:00, 17:00 - 21:30",món việt,no,no,no,30.000 -60.000,7.7,7.6,7.3,low,tp. hcm,quận 7,"tầng g block a4 chung cư đức khải, nguyễn lương bằng, p. phú mỹ",30000.0,60000.0,45000.0,30000.0
8116,phở anh - tân sơn nhì,10.7972965,106.6310353,"281 đ. tân sơn nhì, p. tân sơn nhì, tân phú, tp. hcm",quán ăn,"phở, bún",06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,06:00 - 21:30,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,tân phú,"281 đ. tân sơn nhì, p. tân sơn nhì",,,,
8119,zen tea - võ văn ngân,10.8505556,106.7597457,"190 võ văn ngân, p. bình thọ, thủ đức, tp. hcm",café/dessert,"trà, thức uống, trà sữa",08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,08:00 - 23:30,món việt,no,no,yes,12.000 -45.000,0.0,6.9,7.4,low,tp. hcm,thủ đức,"190 võ văn ngân, p. bình thọ",12000.0,45000.0,28500.0,33000.0
8120,bánh khọt bà hai,10.344351,107.081324,"42 trần đồng, p. 3, vũng tàu, vũng tàu",quán ăn,"bánh khọt, bánh - kẹo, bánh xèo",06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,06:00 - 12:00,món việt,no,no,no,20.000 -44.000,6.9,6.5,0.0,moderate,vũng tàu,vũng tàu,"42 trần đồng, p. 3",20000.0,44000.0,32000.0,24000.0
8121,vườn nhà - trái cây gọt sẵn,10.736904,106.704525,"27d1 đường số 79, p. tân phong, quận 7, tp. hcm",quán ăn,"đậu hũ, ăn vặt - ăn nhẹ, trái cây",09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,món việt,no,no,yes,30.000 -150.000,9.7,9.6,9.6,high,tp. hcm,quận 7,"27d1 đường số 79, p. tân phong",30000.0,150000.0,90000.0,120000.0
8122,cơm tấm 5 phạm văn hai - cơm tấm & bún thịt nướng,10.79888,106.66512,"05 phạm văn hai, p. 1, tân bình, tp. hcm",quán ăn,"bánh mì, cơm tấm, bánh - kẹo, cơm",05:00 - 10:15,05:00 - 10:15,05:00 - 10:15,05:00 - 10:15,05:00 - 10:15,05:00 - 10:15,05:00 - 10:15,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,tân bình,"05 phạm văn hai, p. 1",,,,
8123,slowee coffee & books - lộc hưng,10.78515,106.66085,"53 lộc hưng, p. 6, tân bình, tp. hcm",café/dessert,"trà, café - kem, sinh tố - nước ép, thức uống, nước ngọt","08:00 - 21:00, 08:00 - 21:00","08:00 - 21:00, 08:00 - 21:00","08:00 - 21:00, 08:00 - 21:00","08:00 - 21:00, 08:00 - 21:00","08:00 - 21:00, 08:00 - 21:00","08:00 - 21:00, 08:00 - 21:00","08:00 - 21:00, 08:00 - 21:00",món việt,no,no,yes,25.000 -33.000,7.3,8.0,8.3,low,tp. hcm,tân bình,"53 lộc hưng, p. 6",25000.0,33000.0,29000.0,8000.0
8125,yau chan - mì vịt tiềm - đường số 1a,10.7480009,106.6185826,"58 đường số 1a, p. bình trị đông b, bình tân, tp. hcm",quán ăn,"bún, vịt tiềm, mì, món nước, thịt vịt, cơm",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,"món á, món trung hoa",no,no,no,40.000 -100.000,0.0,6.4,6.0,moderate,tp. hcm,bình tân,"58 đường số 1a, p. bình trị đông b",40000.0,100000.0,70000.0,60000.0
8127,chang tea,10.4156821709954,107.2171073779463,"đường quy hoạch số 7, xã phước hưng, long điền, vũng tàu",café/dessert,"café - kem, sinh tố - nước ép, thức uống",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,món việt,no,no,yes,35.000 -55.000,6.0,7.0,7.0,moderate,vũng tàu,long điền,"đường quy hoạch số 7, xã phước hưng",35000.0,55000.0,45000.0,20000.0
8128,cà phê ông bầu - hưng phú,10.746812,106.671615,"số 520 hưng phú, p. 9, quận 8, tp. hcm",café/dessert,"trà chanh, sinh tố - nước ép, thức uống, sữa",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,quận 8,"số 520 hưng phú, p. 9",,,,
8129,gà nướng cơm lam thiên phúc 79 - quốc lộ 50,10.7027031,106.6545022,"1394, quốc lộ 50, ấp 5, x. phong phú, bình chánh, tp. hcm",quán ăn,cơm,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,,no,no,no,,10.0,9.8,9.8,high,tp. hcm,bình chánh,"1394, quốc lộ 50, ấp 5, x. phong phú",,,,
8131,the kopi cafe,10.9754662,106.657138,"26 nguyễn an ninh, p. phú cường, thủ dầu một, bình dương",café/dessert,"trà, café - kem, sinh tố - nước ép, thức uống, trà sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,món việt,no,no,yes,20.000 -45.000,9.0,9.0,8.5,high,bình dương,thủ dầu một,"26 nguyễn an ninh, p. phú cường",20000.0,45000.0,32500.0,25000.0
8134,sáu bột chiên - tên lửa,10.753779,106.609787,"426 tên lửa, bình tân, tp. hcm",quán ăn,"ăn vặt - ăn nhẹ, nem",14:30 - 22:30,14:30 - 22:30,14:30 - 22:30,14:30 - 22:30,14:30 - 22:30,14:30 - 22:30,14:30 - 22:30,"miền đông, món miền nam",no,no,no,15.000 -22.000,7.8,6.8,6.7,moderate,tp. hcm,bình tân,426 tên lửa,15000.0,22000.0,18500.0,7000.0
8135,rainbow yogurt - kinh dương vương,10.7530502,106.6320493,"56 kinh dương vương, quận 6, tp. hcm",café/dessert,café - kem,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,món việt,no,no,yes,15.000 -50.000,6.9,6.8,7.8,low,tp. hcm,quận 6,56 kinh dương vương,15000.0,50000.0,32500.0,35000.0
8136,villa - mì cay 7 cấp độ,10.3588943,107.0868035,"479/2/31 trương công định, p. 7, vũng tàu, vũng tàu",quán ăn,"bún, mì",16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,16:00 - 23:59,,no,no,no,0 - 0,0.0,0.0,0.0,high,vũng tàu,vũng tàu,"479/2/31 trương công định, p. 7",,,,
8137,"góc huế - bún bò chả cua - bánh bèo, nậm & lọc",10.8463135,106.7655072,"36 dân chủ, p. bình thọ, thủ đức, tp. hcm",quán ăn,"bún, bánh - kẹo, món huế, bánh tằm","07:00 - 13:00, 16:00 - 20:00","07:00 - 13:00, 16:00 - 20:00","07:00 - 13:00, 16:00 - 20:00","07:00 - 13:00, 16:00 - 20:00","07:00 - 13:00, 16:00 - 20:00","07:00 - 13:00, 16:00 - 20:00","07:00 - 13:00, 16:00 - 20:00",món việt,yes,no,yes,12.000 -45.000,8.1,8.3,8.4,moderate,tp. hcm,thủ đức,"36 dân chủ, p. bình thọ",12000.0,45000.0,28500.0,33000.0
8140,pizza giá rẻ - bình thới,10.768685,106.65192,"3c bình thới, quận 11, tp. hcm",quán ăn,"bánh tráng, pizza & pasta, ăn vặt - ăn nhẹ, trái cây, fastfood - thức ăn nhanh",16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,16:00 - 22:30,"món âu, ý",no,no,no,30.000 -100.000,6.9,6.8,6.2,moderate,tp. hcm,quận 11,3c bình thới,30000.0,100000.0,65000.0,70000.0
8141,mì cay naga viper 7 cấp độ,10.815983,106.683235,"140 phạm văn đồng, p. 3, gò vấp, tp. hcm",quán ăn,"món nước, mì",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,món việt,no,no,no,39.000 -39.000,6.3,0.0,0.0,high,tp. hcm,gò vấp,"140 phạm văn đồng, p. 3",39000.0,39000.0,39000.0,0.0
8142,busan korean food - nguyễn tri phương,10.7622966,106.6685129,"272a nguyễn tri phương, p. 4, quận 10, tp. hcm",quán ăn,cơm,,,,,,,,"món á, món hàn",no,no,no,40.000 -150.000,0.0,0.0,0.0,low,tp. hcm,quận 10,"272a nguyễn tri phương, p. 4",40000.0,150000.0,95000.0,110000.0
8143,bánh bao thọ phát - nguyễn tri phương,10.753095,106.669457,"78 nguyễn tri phương, p. 7, quận 5, tp. hcm",tiệm bánh,"bánh bao, ăn vặt - ăn nhẹ",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,món việt,yes,no,no,15.000 -33.000,7.5,6.2,6.2,low,tp. hcm,quận 5,"78 nguyễn tri phương, p. 7",15000.0,33000.0,24000.0,18000.0
8146,dì ba - nem nướng nha trang,10.824648,106.68718,"354/3 nguyễn thái sơn, p. 5, gò vấp, tp. hcm",,,,,,,,,,,no,no,yes,40.000 -40.000,7.7,7.7,7.3,low,tp. hcm,gò vấp,"354/3 nguyễn thái sơn, p. 5",40000.0,40000.0,40000.0,0.0
8147,pad thai - xô viết nghệ tĩnh,10.793869,106.708548,"26a xô viết nghệ tĩnh, p. 19, bình thạnh, tp. hcm",quán ăn,"thịt gà, thịt heo, hủ tiếu, món nước, bánh - kẹo, gỏi, ăn vặt - ăn nhẹ, cơm, thức uống",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"món á, món thái",yes,no,yes,5.000 -100.000,6.8,6.8,7.1,low,tp. hcm,bình thạnh,"26a xô viết nghệ tĩnh, p. 19",5000.0,100000.0,52500.0,95000.0
8148,uchi sushi,10.757681,106.700627,"14 đường số 45, p. 6, quận 4, tp. hcm",nhà hàng,sushi & sashimi,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,"món á, món nhật",no,yes,yes,20.000 - 150.000,8.1,7.8,7.6,high,tp. hcm,quận 4,"14 đường số 45, p. 6",20000.0,150000.0,85000.0,130000.0
8149,chè bưởi ông mập - shop online - nguyễn thiện thuật,10.7673442,106.6822469,"16/41/46 nguyễn thiện thuật, p. 2, quận 3, tp. hcm",shop online,chè,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,món việt,yes,yes,yes,15.000 - 20.000,8.5,8.8,8.7,high,tp. hcm,quận 3,"16/41/46 nguyễn thiện thuật, p. 2",15000.0,20000.0,17500.0,5000.0
8151,bếp xanh an duyên - nhà hàng chay,10.751233,106.6695227,"10 nguyễn tri phương, quận 5, tp. hcm","nhà hàng, ăn chay","sinh tố - nước ép, món chay, ăn vặt - ăn nhẹ, nem, thức uống","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00","10:00 - 14:30, 16:30 - 21:00",món việt,no,no,yes,30.000 -250.000,7.8,8.1,8.2,low,tp. hcm,quận 5,10 nguyễn tri phương,30000.0,250000.0,140000.0,220000.0
8152,trà sữa topping - xóm chiếu,10.7596157,106.711541,"30 xóm chiếu, quận 4, tp. hcm",café/dessert,"sinh tố - nước ép, trà sữa","00:00 - 00:00, 08:00 - 22:00","00:00 - 00:00, 08:00 - 22:00","00:00 - 00:00, 08:00 - 22:00","00:00 - 00:00, 08:00 - 22:00","00:00 - 00:00, 08:00 - 22:00","00:00 - 00:00, 08:00 - 22:00","00:00 - 00:00, 08:00 - 22:00","món việt, món á",no,no,yes,10.000 -25.000,6.9,6.5,6.3,moderate,tp. hcm,quận 4,30 xóm chiếu,10000.0,25000.0,17500.0,15000.0
8157,like juice - nước ép nguyên chất,10.037168,105.777531,"140/40a lý tự trọng, p. an cư, ninh kiều, cần thơ",café/dessert,"sinh tố - nước ép, thức uống",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,,món việt,no,no,no,15.000đ - 50.000,8.6,8.2,7.8,high,cần thơ,ninh kiều,"140/40a lý tự trọng, p. an cư",15000.0,50000.0,32500.0,35000.0
8158,beefsteak only - 939 lũy bán bích,10.791501,106.637501,"939 lũy bán bích, p. tân thành, tân phú, tp. hcm",quán ăn,"thịt bò, bún, beefsteak - bò né, mì, café - kem, sinh tố - nước ép, ăn vặt - ăn nhẹ, thức uống, bia, nước ngọt, trái cây",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món việt,no,no,no,45.000 -75.000,0.0,0.0,0.0,low,tp. hcm,tân phú,"939 lũy bán bích, p. tân thành",45000.0,75000.0,60000.0,30000.0
8159,ù quay - chân gà sả tắc - lê thị hồng - shop online,10.832968,106.678571,"28/25 lê thị hồng, p. 17, gò vấp, tp. hcm",,,,,,,,,,,yes,no,yes,100.000 -100.000,9.3,8.8,8.2,moderate,tp. hcm,gò vấp,"28/25 lê thị hồng, p. 17",60000.0,100000.0,100000.0,0.0
8160,rau má bà già - đồ chiểu,10.349056,107.077055,"3 đồ chiểu, p. 1, vũng tàu, vũng tàu",ăn vặt/vỉa hè,"sinh tố - nước ép, ăn vặt - ăn nhẹ, thức uống","09:00 - 12:00
14:00 - 23:00","09:00 - 12:00
14:00 - 23:00","09:00 - 12:00
14:00 - 23:00","09:00 - 12:00
14:00 - 23:00","09:00 - 12:00
14:00 - 23:00","09:00 - 12:00
14:00 - 23:00","09:00 - 12:00
14:00 - 23:00","món việt, món miền nam",no,yes,yes,13.000đ - 40.000,7.7,7.0,6.9,moderate,vũng tàu,vũng tàu,"3 đồ chiểu, p. 1",13000.0,40000.0,26500.0,27000.0
8161,quán dê minh châu,10.8787292613571,106.8012982606888,"đường a3, dĩ an, bình dương",quán ăn,"thịt dê, món nước, đặc sản rừng",10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,món việt,no,no,no,15.000 -25.000,10.0,9.0,7.0,high,bình dương,dĩ an,đường a3,15000.0,25000.0,20000.0,10000.0
8163,cachi tea - đường trục,10.825238,106.700699,"1/49a đường trục, p. 13, bình thạnh, tp. hcm",café/dessert,"trà, thức uống, trà sữa, sữa",09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,món việt,no,no,yes,25.000 -44.000,8.2,7.0,7.3,low,tp. hcm,bình thạnh,"1/49a đường trục, p. 13",25000.0,44000.0,34500.0,19000.0
8164,sushi kyo - sashimi & salad - 175 vạn kiếp,10.7976545,106.6937539,"175 vạn kiếp, p. 3, bình thạnh, tp. hcm",quán ăn,"tôm, cua - ghẹ, bào ngư, hải sản, cá, nghêu - sò - ốc, sushi & sashimi, mực",,,,,,,,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,bình thạnh,"175 vạn kiếp, p. 3",,,,
8166,the coffee k,11.063481,107.168593,"dốc mơ, xã gia tân 1, thống nhất, đồng nai",café/dessert,"café - kem, ăn vặt - ăn nhẹ, thức uống",09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món việt,yes,no,yes,8.000 -49.000,8.4,9.2,9.4,high,đồng nai,thống nhất,"dốc mơ, xã gia tân 1",8000.0,49000.0,28500.0,41000.0
8168,buffet béo 99k,10.827177,106.76939,"6 tăng nhơn phú, p. phước long b, quận 9, tp. hcm",buffet,,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,16:30 - 23:00,món việt,yes,yes,yes,75.000 -99.000,7.5,7.6,7.5,low,tp. hcm,quận 9,"6 tăng nhơn phú, p. phước long b",69500.0,99000.0,87000.0,24000.0
8172,"ajikoi by tea, coffee & cream - phan văn trị",10.8242664,106.6912971,"507 phan văn trị, p. 5, gò vấp, tp. hcm",,,,,,,,,,,no,no,yes,28.000 -55.000,8.3,8.4,8.5,moderate,tp. hcm,gò vấp,"507 phan văn trị, p. 5",28000.0,55000.0,41500.0,27000.0
8173,the coffee house - út tịch,10.7964536,106.6587764,"17b út tịch, tân bình, tp. hcm",café/dessert,"bánh - kẹo, café - kem, thức uống, trà sữa",08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,món việt,yes,no,yes,30.000 -60.000,7.5,7.7,7.7,moderate,tp. hcm,tân bình,17b út tịch,30000.0,60000.0,45000.0,30000.0
8174,abma nem nướng làng chài nha trang - tây sơn,10.7909514,106.6245022,"22 tây sơn, p. tân quý, tân phú, tp. hcm",shop online,"ăn vặt - ăn nhẹ, nem",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,"món miền trung, nha trang",yes,yes,yes,10.000 -70.000,8.0,7.0,10.0,low,tp. hcm,tân phú,"22 tây sơn, p. tân quý",10000.0,70000.0,40000.0,60000.0
8178,trà sữa tocotoco - 39 ngô tất tố,10.793081,106.710449,"39 ngô tất tố, p. 21, bình thạnh, tp. hcm",café/dessert,"trà, café - kem, sinh tố - nước ép, thức uống, trà sữa, sữa",08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,08:30 - 22:30,món việt,no,no,yes,35.000 -58.000,7.1,7.5,6.8,low,tp. hcm,bình thạnh,"39 ngô tất tố, p. 21",35000.0,58000.0,46500.0,23000.0
8179,sò ốc 99 - trần văn khéo,10.04377,105.783223,"trần văn khéo, p. an hội, ninh kiều, cần thơ",quán ăn,"thịt ếch, thịt bò, hải sản, gà ta, sườn nướng, chân cánh gà nướng, cá, nghêu - sò - ốc, mực",16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,16:00 - 23:00,món việt,no,no,no,30.000 -80.000,7.5,7.2,6.9,high,cần thơ,ninh kiều,"trần văn khéo, p. an hội",30000.0,80000.0,55000.0,50000.0
8180,hai fu tang - dimsum & bao - hòa hưng,10.7792135,106.6740178,"158 hoà hưng, p. 13, quận 10, tp. hcm",café/dessert,"trà chanh, sinh tố - nước ép, thức uống, trà sữa",07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,,no,no,no,0 - 0,0.0,0.0,0.0,high,tp. hcm,quận 10,"158 hoà hưng, p. 13",,,,
8182,bánh mì beefsteak lệ hồng,10.790499,106.670251,"489/29/20 huỳnh văn bánh, phú nhuận, tp. hcm",quán ăn,"bánh mì, beefsteak - bò né, thịt bò, bánh - kẹo",tạm nghỉ,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,09:00 - 22:00,09:00 - 22:00,món việt,no,no,no,50.000 -110.000,8.3,7.5,7.0,moderate,tp. hcm,phú nhuận,489/29/20 huỳnh văn bánh,50000.0,110000.0,80000.0,60000.0
8183,mì ý mẹ ri,10.757102,106.639297,"36a/11 đường 762 hồng bàng, p. 1, quận 11, tp. hcm","nhà hàng, quán ăn","cơm chiên, bún, mì, miến, pizza & pasta, cơm, thức uống, trà sữa, xúc xích, fastfood - thức ăn nhanh",06:30 - 20:00,06:30 - 20:00,06:30 - 20:00,06:30 - 20:00,06:30 - 20:00,06:30 - 20:00,06:30 - 20:00,"món âu, ý",yes,no,yes,5.000 -20.000,8.2,7.8,7.0,moderate,tp. hcm,quận 11,"36a/11 đường 762 hồng bàng, p. 1",5000.0,20000.0,12500.0,15000.0
